date,confirmed,deaths
2023-01-28,36793778,696757
2023-01-29,36794261,696759
2023-01-30,36807814,696892
2023-01-31,36824580,697074
2023-02-01,36837943,697200
2023-02-02,36857916,697248
2023-02-03,36866658,697345
2023-02-04,36868219,697360
2023-02-05,36868946,697361
2023-02-06,36878774,697439
2023-02-07,36887991,697533
2023-02-08,36907890,697583
2023-02-09,36917623,697620
2023-02-10,36930339,697662
2023-02-11,36932532,697674
2023-02-12,36932830,697674
2023-02-13,36953492,697762
2023-02-14,36949318,697848
2023-02-15,36960888,697894
2023-02-16,36970513,698014
2023-02-17,36987682,698047
2023-02-18,36989373,698056
2023-02-19,36989857,698056
2023-02-20,36990274,698058
2023-02-21,36992154,698069
2023-02-22,36997328,698381
2023-02-23,37008944,698834
2023-02-24,37020531,698928
2023-02-25,37020531,698928
2023-02-26,37020531,698928
2023-02-27,37038230,699006
2023-02-28,37052936,699087
2023-03-01,37063464,699197
2023-03-02,37063464,699197
2023-03-03,37076053,699276
2023-03-04,37076053,699276
2023-03-05,37076053,699276
2023-03-06,37076053,699276
2023-03-07,37076053,699276
2023-03-08,37076053,699276
2023-03-09,37076053,699276
2023-03-10,37085520,699310
2023-03-11,37085520,699310
2023-03-12,37085520,699310
2023-03-13,37085520,699310
2023-03-14,37085520,699310
2023-03-15,37085520,699310
2023-03-16,37085520,699310
2023-03-17,37085520,699310
2023-03-18,37085520,699310
